leg,leg_number,name,type,address,on_route,distance_from_route_m,interest_rating,description,interesting_fact_1,interesting_fact_2,interesting_fact_3,external_link,source_notes,latitude,longitude,geocode_confidence,image_path,verdict,text_length,photo_choice,map_icon_correct,note_text,new_gps_lat,new_gps_lon,new_gps_accuracy_m,reviewed_at
"Port Louis existing POIs (voice rewrite pass)","2","Natural History Museum","museum","Port Louis, Mauritius","","","","This is the Mauritius Institute's Natural History Museum, on the ground floor of a National Heritage building constructed between 1880 and 1884 and modelled partly on Sri Lanka's Colombo Museum. Its collections trace back to 1826, when naturalists Julien Desjardins and Louis Bouton first proposed a museum to the governor - the resulting Desjardins Museum opened in 1842, decades before the current building existed, and the institution was declared a National Museum in 2000.","The museum's most complete dodo skeleton wasn't unearthed until 1904, discovered by a Port Louis barber named Étienne Thirioux, whose amateur fossil-hunting turned up two near-complete dodo skeletons - the finer one stayed here in Mauritius, the other ended up in a museum in Durban, South Africa. Remarkably, his discoveries went almost unrecognised by scientists for decades and were never properly described in scientific literature until long after his death.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass, not restyle-only). User combined facts 1 and 2 during POI Reader review 2026-09-20 into a single fact 1.","-20.1632341","57.5023736","promoted - already live in sites.csv","port-louis-natural-history-museum.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Église Adventiste Du Septième Jour Port-Louis","religious_building","St Louis St, Port Louis, Mauritius","","","","This Seventh-day Adventist congregation sits on St Louis Street, part of a Protestant denomination formally organised in 1863 out of mid-19th-century Christian eschatological movements. Distinctively, Adventists worship on Saturdays rather than Sundays, and the congregation here is active locally in health, education and humanitarian work, alongside the denomination's wider emphasis on Biblical authority.","The faith arrived in Mauritius in 1912, when a local woman named Rosina Le Même returned from Europe and began spreading the Adventist message - by 1958 the young Mauritius Mission already had fifteen churches and around 1,300 members across the island.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass, not restyle-only).","-20.1659055","57.5016627","promoted - already live in sites.csv","","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","La Galerie du Génie","building","6 Edith Cavell St, Port Louis, Mauritius","","","","This 602-square-metre exhibition and events space sits on Edith Cavell Street, inside an 18th-century building originally known as the Hôtel du Génie. It now hosts art exhibitions, markets and concerts as part of EDITH, a cultural venue aiming to make the space Port Louis's community meeting point for the local arts scene.","The building once stored the survey maps of Jean Baptiste Lislet Geoffroy, the island's pioneering 18th-century hydrographic engineer - the son of a French engineer and Niama, an enslaved Senegalese princess, who wasn't legitimised by his father until he was 38. Despite that start, he became one of the era's most respected cartographers, elected to the French Academy of Sciences in 1786 - an extraordinary achievement for a mixed-race man born into slavery - making today's contemporary-art space the former archive of some of Mauritius's earliest scientific cartography.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass, not restyle-only). User combined facts 1 and 2 during POI Reader review 2026-09-20 into a single fact 1.","-20.164012","57.4995742","promoted - already live in sites.csv","port-louis-la-galerie-du-genie.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","The Bank of Mauritius Museum","museum","Sir William Newton St, Port Louis, Mauritius","","","","This museum on the history of currency in Mauritius is run by the country's central bank inside its original premises on Sir William Newton Street. It opened on 3 March 2018, marking the 50th anniversary of both the Bank of Mauritius and Mauritian independence, and displays around 500 artefacts spanning from the 12th-century Arab period through to the present, drawn together with contributions from the MCB Group, HSBC Mauritius, the Royal Mint and banknote maker Thomas De La Rue.","Among the museum's prized pieces is the Piastre Decaen - the only coin ever minted in Mauritius itself, and the only coin ever struck by France outside mainland France for use in one of its colonies.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass, not restyle-only). User picked fact 1 during POI Reader review 2026-09-20; fact 2 cleared.","-20.1619686","57.5034549","promoted - already live in sites.csv","port-louis-bank-of-mauritius-museum.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Queen Victoria Statue","statue","Place d'Armes, Port Louis, Mauritius","","","","This statue of Queen Victoria stands at Place d'Armes in front of Government House, erected in 1897 during the height of the British colonial era on the island. Its inscription reads ""To the memory of beloved and much regretted Queen Victoria Empress of India - the Inhabitants of Mauritius"", a formal show of affection colonial-era Mauritius expressed toward the monarch.","The statue was raised in 1897, the same year Victoria marked her Diamond Jubilee - 60 years on the throne - meaning Mauritius's tribute went up as similar Victoria statues were being unveiled across the British Empire to mark the same milestone.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Photo re-composited 2026-09-20 (blur-pad, 1000x379) to fix top-of-frame crop (source photo was narrower than the app's ~2.64:1 display box, cropping the crown) - same bug/fix as project_port_louis_route memory.","-20.1624886","57.502831","promoted - already live in sites.csv","port-louis-queen-victoria-statue.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Statue of William Newton","statue","Place d'Armes, Port Louis, Mauritius","","","","This statue honours Sir William Newton (1842-1915), a Mauritian lawyer of mixed Indo-Mauritian and Scottish descent who led the reformist movement launched in 1882 demanding an elected element in the colonial Legislative Council. His campaigning under the administration of Governor Sir John Pope Hennessy helped bring about the Constitutional Reform of 1885, which for the first time let Indo-Mauritians and other non-white islanders elect their own representatives.","The Constitution Newton helped win came into force on 20 October 1885 - the first time in Mauritian history that non-white islanders could vote for their own representatives in the colonial legislature. Newton himself embodied the divide he fought to close: born in 1842 to an Indo-Mauritian mother and a Scottish father, he belonged to the island's ""Gens de couleur"" community that colonial law treated as second-class. He won a British scholarship to study law in England, came home to practise as a barrister, and led the Reform Party he founded for thirty years, right up until his death in 1915.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass, not restyle-only). Photo re-composited 2026-09-20 (blur-pad, 1000x379) to fix crop (source photo narrower than the app's ~2.64:1 display box). User combined facts 1 and 2 during POI Reader review 2026-09-20 into a single fact 1.","-20.162442","57.5026104","promoted - already live in sites.csv","port-louis-william-newton-statue.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Statue of Sir John Pope Hennessy","statue","Place d'Armes, Port Louis, Mauritius","","","","This statue honours Sir John Pope Hennessy, an Irish-born colonial administrator who served as Governor of Mauritius from 1883 to 1889. Regarded as a progressive and liberal governor by the standards of his time, his administration presided over the reformist movement that produced the 1885 Constitutional Reform, extending the vote to Indo-Mauritian and other non-white islanders for the first time.","Before Mauritius, Pope Hennessy had already governed the Bahamas, Barbados and Hong Kong - Mauritius was one stop in an unusually well-travelled career administering four very different corners of the British Empire.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass, not restyle-only). Photo re-composited 2026-09-20 (blur-pad, 1000x379) to fix crop (source photo narrower than the app's ~2.64:1 display box). User picked fact 1 during POI Reader review 2026-09-20; fact 2 cleared.","-20.1623196","57.5027475","promoted - already live in sites.csv","port-louis-john-pope-hennessy-statue.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","China Town South Gate","quirky","48 Royal Rd, Port Louis, Mauritius","","","","This is one of the ornamental Friendship Gates marking the entrance to Port Louis's Chinatown on Royal Road, one of the oldest Chinatowns in Africa. The gates were a gift from Foshan, in Guangdong province, Port Louis's twin city in China, symbolising the long-standing links between the two places and the wider friendship between Mauritius and China.","Chinatown's roots reach back to the 1780s, when the first Chinese migrants arrived in Port Louis from Guangzhou aboard British, French and Danish ships - making it one of the oldest continuously inhabited Chinese communities anywhere in Africa.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory).","-20.1595616","57.5056429","promoted - already live in sites.csv","port-louis-china-town-gate.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Intercontinental Slavery Museum","museum","Port Louis, Mauritius","","","","This museum documents the history of slavery and indentured labour in the Indian Ocean, opened on 4 September 2023 inside Port Louis's former military hospital - the oldest building in the city, constructed between 1736 and 1740 under Governor Mahé de La Bourdonnais, reportedly by enslaved labour. Its exhibits include objects unearthed from the old slave cemetery at Albion during 2021-22 excavations, alongside 63 ethnographic plaster busts cast in 1846 from the faces of enslaved people from Mauritius, Tanzania and the Comoros.","The museum's 63 plaster busts, made in 1846 by Eugène de Froberville, were cast directly from the faces of enslaved individuals - an unusually direct and unsettling physical record of people who left almost no other trace in the historical archive.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass, not restyle-only). User picked fact 1 during POI Reader review 2026-09-20; fact 2 cleared.","-20.1590301","57.5021829","promoted - already live in sites.csv","port-louis-intercontinental-slavery-museum.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Mauritius Postal Museum","museum","Port Louis Waterfront, Trunk Road, Port Louis, Mauritius","","","","This museum traces the island's postal history, housed in a mid-Victorian building on the waterfront built between 1865 and 1870 and listed as a national monument since 1958. It served as Mauritius's main post office from December 1870 (gaining the Central Telegraph Office in 1877) before being converted into a museum in 2008, covering postal services from the Dutch and French periods through British rule.","Mauritius's famous 1847 ""Post Office"" stamps - the Penny Red and Two Pence Blue - stayed completely unknown to collectors until 1864, when a Bordeaux merchant's wife found copies tucked away in her husband's old papers. The single surviving envelope bearing both stamps together, the ""Bordeaux Cover,"" later sold at a 1993 Zurich auction for 5.75 million Swiss francs - about $4 million, the highest price ever paid for a philatelic item at the time.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass, not restyle-only). User picked fact 3 during POI Reader review 2026-09-20, but it referenced ""the stamps"" assuming facts 1/2 had already been read - rewritten standalone to name the 1847 Penny Red/Two Pence Blue stamps directly, then moved to fact 1. Facts 2 and 3 cleared.","-20.1599754","57.5016688","promoted - already live in sites.csv","port-louis-postal-museum.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Alte Windmühle (Windmill Museum)","museum","Waterfront Underpass, Port Louis, Mauritius","","","","This is Port Louis's historic waterfront windmill, built in 1736 to grind flour for dockworkers in the harbour - a French-style mill with four sails and a pointed cap. After the British took the island in 1810 it was repurposed as a signal tower, then abandoned for much of the 20th century before being restored to full working order in 1998 with help from the French windmill association ARAM. It has operated as a small museum around the restored mill since 1999.","The mill sat derelict for most of the 20th century before French millwrights' association ARAM helped bring it back to full working condition in 1998 - meaning it can technically still grind flour today, over 280 years after it was built.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory).","-20.1594586","57.5011402","promoted - already live in sites.csv","port-louis-alte-windmuhle.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","SBM Fountain","quirky","Quay St, Port Louis, Mauritius","","","","This dancing fountain on the Port Louis waterfront was donated by the State Bank of Mauritius as part of a revamp of the waterfront masterminded by developer Landscope Mauritius. Lit and choreographed to music in the evenings, it was conceived as a symbol of unity and harmony among Mauritius's diverse communities.","","The bank behind this fountain, the State Bank of Mauritius, was only created in 1973 - but Mauritius's first bank of any kind dates back much further, to 1814, though that original institution didn't last long.","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass, not restyle-only).","-20.1603956","57.5005954","promoted - already live in sites.csv","port-louis-sbm-fountain.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","SAJ Statue","statue","Place d'Armes, Port Louis, Mauritius","","","","This bronze statue of Sir Anerood Jugnauth (""SAJ"") was unveiled at the Port Louis Waterfront on 15 June 2024, honouring the former Prime Minister and President who dominated Mauritian politics for decades. It stands beside an earlier statue of Sir Seewoosagur Ramgoolam, placing two of independent Mauritius's most prominent leaders side by side on the same esplanade.","At 3.6 metres tall, the SAJ statue was built about 30 centimetres taller than the neighbouring Ramgoolam statue, and its Rs 13.5 million cost and sculptor Devanand Bungshee's likeness both drew public criticism at the time of unveiling.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass, not restyle-only). Photo re-composited 2026-09-20 (blur-pad, 1000x379) to fix crop (source photo narrower than the app's ~2.64:1 display box). User picked fact 1 during POI Reader review 2026-09-20; fact 2 cleared.","-20.1606836","57.5009595","promoted - already live in sites.csv","port-louis-saj-statue.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Bust of Queen Victoria","statue","Le Caudan Waterfront, Port Louis, Mauritius","","","","Tucked into the shopping arcade at Le Caudan Waterfront, this granite bust of Queen Victoria stands framed by palms and colonnaded balconies, a stone's throw from the harbour that gives the waterfront its name. It's a separate tribute from the full-length Queen Victoria Statue at Place d'Armes in front of Government House (erected 1897) - this one keeping watch over cafes and shopfronts rather than a government square, a quieter reminder of the same colonial-era habit of memorialising the monarch across Mauritius.","","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Updated 2026-09-20 per user request: description was too vague on location - pinned to Le Caudan Waterfront specifically (confirmed via the user's pasted photo showing the Caudan shopping arcade/Giordano storefront and matching the existing lat/long, which sit west of the Place d'Armes statue). Could not independently source a sculptor, exact erection date or dedication history for this specific bust beyond its Caudan location - flagging as thin-sourced rather than inventing detail. Photo replaced with user-pasted photo (844x497), re-composited (blur-pad, 1000x379) since native ratio was narrower than the app's ~2.64:1 display box.","-20.1631999","57.4984905","promoted - already live in sites.csv","port-louis-bust-of-queen-victoria.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Victoria Metro Station","building","Place Victoria Bus Terminal, Port Louis, Mauritius","","","","This is the starting terminus of the Metro Express, Mauritius's modern light-rail network, at the Place Victoria transport hub in central Port Louis. Phase 1 opened here on 3 October 2019, running just as far as Rose Hill Central - today the line runs the full length of the island's central plateau, all the way from this Port Louis terminus to Curepipe (completed October 2022), with a branch peeling off at Rose Hill to reach the University of Mauritius at Réduit. The station connects seamlessly to buses, taxis and a pedestrian bridge to Caudan Waterfront.","Port Louis actually had a railway well over a century before the Metro Express - the island's first line opened in 1864, running some 50 km north and east from Port Louis via Roche Bois, Pamplemousses and Flacq.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Researched 2026-09-19: found real, recent fatal Metro Express accident reports naming specific victims - deliberately not used as a tour fact, felt inappropriate/insensitive to cite named accident deaths of real recently-deceased people in casual tour commentary. Additional facts researched 2026-09-19 (real WebSearch pass, not restyle-only). User picked fact 1 during POI Reader review 2026-09-20; fact 2 cleared. Description updated per user request to explain the tram's current full route (Port Louis to Curepipe, plus the Rose Hill-Reduit branch), not just the original 2019 Phase 1 stretch - confirmed via WebSearch (Wikipedia/Systra/Railway News) that the line reached full completion to Curepipe by October 2022.","-20.1626232","57.4980481","promoted - already live in sites.csv","port-louis-victoria-metro-station.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Caudan Arts Centre","building","Caudan Waterfront, Port Louis, Mauritius","","","","This performing-arts venue at Caudan Waterfront was built on what was once a car park, inaugurated in December 2018 as the first new theatre built in Mauritius in nearly a century. Its 431-seat auditorium, designed by architect Maurice Giraud and Didier Ho Architecture with acoustics engineering by Arup, hosts drama, music and dance, alongside a restaurant, bars, a conference room and exhibition space.","Before this venue opened in 2018, Mauritius had gone almost 100 years without a purpose-built theatre - making the Caudan Arts Centre the first new stage of its kind on the island in nearly a century.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass); best material woven into the description itself, not just left as a bullet fact. User picked fact 1 during POI Reader review 2026-09-20; fact 2 cleared.","-20.1619747","57.4983684","promoted - already live in sites.csv","port-louis-caudan-arts-centre.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","MCine Port-Louis Waterfront","building","Caudan Waterfront, Port Louis, Mauritius","","","","This multiplex cinema at Caudan Waterfront has three screens seating around 550 people, screening a mix of Hollywood and Bollywood releases with 7.1 Dolby Digital sound. It shares the harbour-front entertainment strip with a second cinema, Star Caudan, making Caudan Waterfront the main hub for film-going in Port Louis.","","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). User dropped this POI during POI Reader review 2026-09-20 - marked verdict=drop, not deleted from CSV. Was already live in sites.csv as a duplicate-in-progress row; needs removal from sites.csv when this batch is promoted, not carried forward.","-20.1612261","57.4994466","promoted - already live in sites.csv","","drop","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Port Louis Casino","building","Port Louis, Mauritius","","","","This casino at Caudan Waterfront is part of the complex that opened on 25 November 1996, on land once occupied by warehouses and a meteorological observatory. It occupies the Barkly Wharf building, named for Sir Henry Barkly, Governor of Mauritius from 1863 to 1870, and is known for a striking facade styled like the bow of a pirate ship, complete with bowsprit mast and statuary.","The building's pirate-ship facade - a bowsprit mast and figurehead-style statues built into the architecture - makes it one of the more theatrical pieces of commercial design on the whole waterfront, and it backs it up with scale: it's the largest casino in Port Louis, running 214 gaming machines and 16 table games under that pirate-ship roof.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass, not restyle-only). User combined facts 1 and 2 into a single fact during POI Reader review 2026-09-20.","-20.1614726","57.4989954","promoted - already live in sites.csv","port-louis-casino.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Craft Market","quirky","Caudan Waterfront, Port Louis, Mauritius","","","","Wander the two storeys here and you're browsing roughly thirty stalls, nearly all of them run by the Mauritian craftspeople who actually made what's on the table - wood carvings, wicker baskets, embroidered linen, handmade jewellery, scented candles and freshly ground spices, much of it made by the stallholders themselves, their families, or brought in from their home villages. Look out especially for the model ships: intricate wooden replicas of famous vessels, a craft with real roots on this island rather than a tourist gimmick. The wider Caudan complex this market sits inside opened on 25 November 1996, on ground with commercial history stretching back to 1726, when Jean Dominique Michel de Caudan arrived from Languedoc and set up a saltpan on this stretch of coast.","The Caudan area's recorded history as commercial ground stretches back to 1726, when its namesake founded a saltworks here - two and a half centuries before the site became a modern shopping and crafts destination.","Those model ships aren't a novelty act - Mauritius has a genuine ship-model industry, with workshops like Historic Marine (founded 1982 in Goodlands) and Bobato (since 1990) building museum-quality replicas of famous vessels from the Titanic to the wrecked Saint Géran, using master woodworkers and an all-female rigging team who hand-sew cotton sails and tie knots too small to see clearly without magnification.","","https://caudan.com/craft-markets/","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). User asked 2026-09-20 to research who actually sells here - confirmed via caudan.com official page + independent guides that stalls are run by local Mauritian artisans/families (~30 stalls: textiles, wood carving, jewellery, model ships, baskets, spices), not third-party resellers. Description rewritten to cover this + model-ship craft added as fact 2, sourced via WebSearch (Historic Marine/Bobato workshop history). User-pasted photo of the market entrance added 2026-09-20; blur-pad composited to fit the app display box (raw was 621x357, narrower than the ~2.64:1 box).","-20.1614607","57.4981841","promoted - already live in sites.csv","port-louis-craft-market.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Umbrella Square","quirky","The Docks, Port Louis, Mauritius","","","","Walk this pedestrian stretch at Caudan Waterfront and a photogenic ""umbrella sky"" opens up overhead - a canopy of colourful open umbrellas suspended above you, creating a floating rainbow ceiling and dappled shade below. Also known as Umbrella Street, the installation follows a globally popular format, the Umbrella Sky Project, that began in the Portuguese town of Águeda in 2011 and has since spread to public spaces on several continents. It's become one of the most-photographed spots on the Port Louis waterfront, its playful modern art sitting against the backdrop of the city's older port heritage.","The Águeda original was created by the Portuguese art collective Sextafeira Produções in 2011 as part of the city's Agitágueda Art Festival - the idea proved so popular it has since spread to cities as far apart as Lisbon, France, the UK and Bahrain, with Port Louis just one stop on that list.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass, not restyle-only). User picked fact 2 (kept as the single fact) during POI Reader review 2026-09-20.","-20.1610975","57.4981458","promoted - already live in sites.csv","port-louis-umbrella-square.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Caudan Waterfront","quirky","Caudan Waterfront, Port Louis, Mauritius","","","","This is the outdoor plaza, marina and promenade at the heart of the wider Caudan waterfront development, which opened on 25 November 1996 on former docklands and has since become one of Port Louis's most popular spots for both tourists and locals - restaurants and bars along the harbour, a working marina, public art and statues scattered through the open space, including one of Sir Seewoosagur Ramgoolam, independent Mauritius's first Prime Minister. The whole area takes its name from Jean Dominique Michel de Caudan, a saltpan worker (""saunier"") from Languedoc in France who set up a saltpan here in 1726, on what was then a small coral islet and bay southwest of the young settlement - over the next two and a half centuries the site went on to host a gunpowder magazine, an astronomical and meteorological observatory, warehouses and dry docks, long before any of today's restaurants and marina arrived.","By the 1980s, the waterfront had fallen into serious decline - Mauritius's cargo shipping had modernised and moved elsewhere in the port, leaving Le Caudan's old wharves and warehouses obsolete and abandoned before the 1996 redevelopment turned it into what's here today.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass, not restyle-only). Additional facts researched 2026-09-19 (real WebSearch pass, not restyle-only). User picked fact 3 (kept as the single fact) during POI Reader review 2026-09-20.","-20.161","57.4985","promoted - already live in sites.csv","port-louis-caudan-waterfront.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Swing Bridge","quirky","Port Louis, Mauritius","","","","Cross this bridge over a channel of Port Louis harbour at Caudan Waterfront, built to swing open and let boat traffic pass through - and here's the twist: it isn't originally Mauritian at all. The bridge began its working life at Cape Town's Victoria & Alfred Waterfront in South Africa, installed there in 1997, before being replaced and sold on; Caudan Development Ltd bought it secondhand and shipped it here in 2021, making it Mauritius's first true swing bridge. It now opens over a working port whose basin was expanded and dredged repeatedly from the late 18th century onward, notably under naval engineer Chevalier de Tromelin in the 1780s and Governor Decaen's improvements in the early 1800s.","This is Mauritius's first true swing bridge - before 2021, the country had none. It spent its first 22 years of service thousands of kilometres away at Cape Town's V&A Waterfront in South Africa, before Caudan Development bought it secondhand and shipped it here.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass); best material woven into the description itself, not just left as a bullet fact. User picked fact 2 (kept as the single fact) during POI Reader review 2026-09-20.","-20.1597798","57.4960076","promoted - already live in sites.csv","port-louis-swing-bridge.jpg","","","","","","","","",""
"Port Louis existing POIs (voice rewrite pass)","2","Odysseo- oceanarium (Mauritius) LTD","quirky","Harbour Waterfront, Port Louis, Mauritius","","","","This is Mauritius's first and largest oceanarium, a 5,500-square-metre complex on the Port Louis harbour waterfront that opened in 2021. Spread across six themed zones from mangroves to open ocean, its 45 aquariums hold more than 200 marine species, with underwater tunnels, interactive shows, a shark touch-pool and a children's laboratory built around a conservation-education mission.","Odysseo is the largest oceanarium anywhere in the Mascarene Islands, ahead of similar attractions in Réunion and the Seychelles, and it earns that scale with six zones covering the full range of Indian Ocean habitats - Coral Reef, Lagoon, Mangroves and Beaches, Open Sea, Invertebrates and a Sub-Oceanic View - rather than one big shared tank.","","","","Re-imported from sites.csv 2026-09-19 for the new-voice/multi-fact rewrite pass - was already promoted and live; original about_site_text/interesting_fact preserved as the starting point before rewrite. Rewritten 2026-09-19 to the blended second-person/sensory voice (see feedback_poi_narrative_voice_standard memory). Additional facts researched 2026-09-19 (real WebSearch pass); best material woven into the description itself, not just left as a bullet fact. User combined facts 1 and 2 into a single fact during POI Reader review 2026-09-20.","-20.1593375","57.4951185","promoted - already live in sites.csv","port-louis-odysseo.jpg","","","","","","","","",""
