leg,leg_number,name,type,address,on_route,distance_from_route_m,interest_rating,description,interesting_fact,external_link,source_notes,latitude,longitude,geocode_confidence,image_path,verdict,text_length,photo_choice,map_icon_correct,note_text,new_gps_lat,new_gps_lon,new_gps_accuracy_m,reviewed_at
"Port Louis initial list","1","Caudan Arts Centre","building","Caudan Waterfront, Port Louis, Mauritius","","","","A performing-arts venue at Caudan Waterfront built on what was once a car park, inaugurated in December 2018 as the first new theatre built in Mauritius in nearly a century. Its 431-seat auditorium, designed by architect Maurice Giraud and Didier Ho Architecture with acoustics engineering by Arup, hosts drama, music and dance, alongside a restaurant, bars, a conference room and exhibition space.","Before this venue opened in 2018, Mauritius had gone almost 100 years without a purpose-built theatre - making the Caudan Arts Centre the first new stage of its kind on the island in nearly a century.","","GPS: Google Places single match. Not independently researched. | Expanded via WebSearch (arup.com, caudan.com Caudan Arts Centre) 2026-09-17","-20.1619747","57.4983684","confirmed - google places (single match)","port-louis-caudan-arts-centre.jpg","","","","","","","","",""
"Port Louis initial list","1","MCine Port-Louis Waterfront","building","Caudan Waterfront, Port Louis, Mauritius","","","","A multiplex cinema at Caudan Waterfront with three screens seating around 550 people, screening a mix of Hollywood and Bollywood releases with 7.1 Dolby Digital sound. It shares the harbour-front entertainment strip with a second cinema, Star Caudan, making Caudan Waterfront the main hub for film-going in Port Louis.","","","GPS: Google Places single match. Commercial venue, not independently researched. | Expanded via WebSearch (cinema.mu, top-rated.online) 2026-09-17. Commercial venue with no distinctive standalone historical fact found - interesting_fact left blank rather than fabricated.","-20.1612261","57.4994466","confirmed - google places (single match)","","","","","","","","","",""
"Port Louis initial list","1","Port Louis Casino","building","Port Louis, Mauritius","","","","A casino at Caudan Waterfront, part of the complex that opened on 25 November 1996 on land once occupied by warehouses and a meteorological observatory. It occupies the Barkly Wharf building, named for Sir Henry Barkly, Governor of Mauritius from 1863 to 1870, and is known for a striking facade styled like the bow of a pirate ship, complete with bowsprit mast and statuary.","The casino building's pirate-ship facade - a bowsprit mast and figurehead-style statues built into the architecture - makes it one of the more theatrical pieces of commercial design anywhere on the Port Louis waterfront.","","GPS: Google Places single match. Commercial venue, not independently researched. | Expanded via WebSearch (focusgn.com 30th-anniversary coverage, caudan.com/culture_history/casino) 2026-09-17","-20.1614726","57.4989954","confirmed - google places (single match)","port-louis-casino.jpg","","","","","","","","",""
"Port Louis initial list","1","Craft Market","quirky","Caudan Waterfront, Port Louis, Mauritius","","","","The craft market at Caudan Waterfront, selling Mauritian handicrafts, textiles and souvenirs within the wider complex that opened on 25 November 1996. The Caudan development itself takes its name from Jean Dominique Michel de Caudan, who arrived from Languedoc and established a saltpan near this stretch of coast back in 1726.","The Caudan area's recorded history as commercial ground stretches back to 1726, when its namesake founded a saltworks here - two and a half centuries before the site became a modern shopping and crafts destination.","","GPS: Google Places single match. This entry's name in the original saved list rendered oddly (two bare lines, no rating/category) - interpreted as one place, ""Craft Market"" at Caudan Waterfront, to make the list total land on 88; flagged as the one genuinely ambiguous entry from the original scrape. | Expanded via WebSearch (Wikipedia Caudan Waterfront) 2026-09-17. Earlier source_notes ambiguity about this entry (rendered as two bare lines in the original scrape) is unchanged by this update - still treated as one place, the craft market at Caudan Waterfront.","-20.1614607","57.4981841","confirmed - google places (single match), source entry itself was ambiguous","","","","","","","","","",""
"Port Louis initial list","1","Umbrella Square","quirky","The Docks, Port Louis, Mauritius","","","","A pedestrian stretch at Caudan Waterfront transformed into a photogenic ""umbrella sky"" by a canopy of colourful open umbrellas suspended overhead, creating a floating rainbow ceiling and dappled shade below. Also known as Umbrella Street, the installation follows a globally popular format - the Umbrella Sky Project - that began in the Portuguese town of Agueda in 2011 and has since spread to public spaces on several continents. It has become one of the most-photographed spots on the Port Louis waterfront, its playful modern art sitting against the backdrop of the city's older port heritage.","The original Umbrella Sky Project in Agueda, Portugal, was inspired by the 1964 film Mary Poppins - Port Louis's version adapts that very European idea to a tropical setting, where the umbrellas do double duty shading pedestrians from the sun as much as decorating the walkway.","","GPS: Google Places single match. Not independently researched, but ""umbrella sky"" installations are a known feature of several Mauritius waterfront developments. | Expanded via WebSearch (kupi.com, dreamstime.com, SeeMauritius Facebook) 2026-09-17. Installation date not independently confirmed - interesting_fact left blank rather than fabricated. 'Umbrella sky' installations of this type are a known feature at several Mauritius waterfront developments, per earlier source_notes. | Further expanded 2026-09-17 via WebSearch (pps.org, joujoutravels.com, impactplan.pt on the Umbrella Sky Project's Agueda/2011/Mary Poppins origin) - added the concept's real-world origin story as the interesting_fact (previously left blank).","-20.1610975","57.4981458","confirmed - google places (single match)","port-louis-umbrella-square.jpg","","","","","","","","",""
"Port Louis initial list","1","Place du Caudan and Caudan Waterfront","quirky","Caudan Waterfront, Port Louis, Mauritius","","","","Place du Caudan is a small plaza within the wider Caudan Waterfront development, which opened on 25 November 1996 on former docklands and has since become one of Port Louis's most popular spots for both tourists and locals - a lively mix of restaurants, bars and a shopping mall along the harbour, dotted with statues, fountains and public art, including a statue of Sir Seewoosagur Ramgoolam, independent Mauritius's first Prime Minister. The whole waterfront takes its name from Jean Dominique Michel de Caudan, a saltpan worker (""saunier"") from Languedoc in France who set up a saltpan here in 1726, on what was then a small coral islet and bay southwest of the young settlement - over the next two and a half centuries the site went on to host a gunpowder magazine, an astronomical and meteorological observatory, warehouses and dry docks, long before any of today's restaurants and shops arrived.","The saltpan that gave Caudan its name has left its own trace nearby - it's remembered today in the Robert Edward Hart Garden, on the road leading into the waterfront, close to where Jean de Caudan once evaporated seawater for salt almost two centuries before the first shopping mall was ever built on this stretch of harbour.","","FLAG FOR USER: GPS needs manual verification. Places API's top match for this name was ""Caudan Waterfront"" itself (a shopping mall with 8,433 reviews), clearly the wrong scale of entity next to the original list's ""Place du Caudan / 4.8 (4 reviews)"" - a small, lightly-reviewed specific spot, not the whole complex. Coordinates here are a rough placement within the Caudan Waterfront cluster (near the SSR statue/craft market area) and should be corrected via in-app GPS dragging once promoted. | Expanded via WebSearch (Caudan Waterfront general sources): earlier source_notes flagged that Google Places resolved this to the whole Caudan Waterfront mall rather than the specific small, lightly-reviewed plaza - that GPS/scale mismatch is unresolved by this text update and still needs in-app correction; description kept general accordingly. interesting_fact left blank. 2026-09-17 | Expanded 2026-09-17 at user request to cover the wider Caudan Waterfront (restaurants/bars/shopping mall), photo added. | Further expanded 2026-09-17 via WebSearch (lagazette-mag.io ""Caudan through the ages"", ilemaurice.im) - added the Jean de Caudan/1726 saltpan origin story and the Robert Edward Hart Garden connection; GPS/scale mismatch flagged in earlier source_notes is unchanged and still needs in-app correction once promoted.","-20.161","57.4985","NEEDS MANUAL VERIFICATION - approximate placement only","port-louis-caudan-waterfront.jpg","","","","","","","","",""
"Port Louis initial list","1","Swing Bridge","quirky","Port Louis, Mauritius","","","","A bridge over a channel of Port Louis harbour, allowing boat traffic to pass through - part of a working port whose basin was expanded and dredged repeatedly from the late 18th century onward, notably under naval engineer Chevalier de Tromelin in the 1780s and under Governor Decaen's improvements in the early 1800s. The port's infrastructure kept growing through the 19th century, with the Mauritius Dock added in 1857, the Stevenson Dry Dock in 1859 and the Albion Dock in 1860, as Port Louis became one of the busiest reprovisioning stops on the sailing route between Europe and Asia.","","","GPS: Google Places single match. Not independently researched. | Expanded via WebSearch (vintagemauritius.org Port Louis Harbour and Shipyards, English and French-language searches): two attempts found no independent source describing this specific bridge by name (construction date, engineer) - description draws on well-documented general harbour development history instead; interesting_fact left blank rather than fabricated. 2026-09-17 | Retried 2026-09-17 (per the standing dead-end-retry rule) with narrower searches specifically on the bridge itself and on Trou Fanfaron/harbour infrastructure - still no independently verifiable construction date, engineer or name origin for this specific bridge. Description lengthened with general 19th-century dock-development context (Mauritius Dock 1857, Stevenson Dry Dock 1859, Albion Dock 1860) instead; interesting_fact left blank rather than fabricated.","-20.1597798","57.4960076","confirmed - google places (single match)","port-louis-swing-bridge.jpg","","","","","","","","",""
"Port Louis initial list","1","Odysseo- oceanarium (Mauritius) LTD","quirky","Harbour Waterfront, Port Louis, Mauritius","","","","Mauritius's first and largest oceanarium, a 5,500-square-metre complex on the Port Louis harbour waterfront that opened in 2021. Spread across six themed zones from mangroves to open ocean, its 45 aquariums hold more than 200 marine species, with underwater tunnels, interactive shows, a shark touch-pool and a children's laboratory built around a conservation-education mission.","Odysseo is the largest oceanarium anywhere in the Mascarene Islands - a distinction that puts this stretch of Port Louis harbour ahead of similar attractions in Réunion and the Seychelles.","","GPS: Google Places single match. Commercial attraction, not independently researched. | Expanded via WebSearch (odysseomauritius.com, kupi.com, hellotickets.com) 2026-09-17","-20.1593375","57.4951185","confirmed - google places (single match)","port-louis-odysseo.jpg","","","","","","","","",""
"Port Louis initial list","1","Statue of Maurice Curé","statue","Port Louis, Mauritius","","","","A statue of Dr Maurice Curé (1886-1977), the medical doctor who conceived and launched the Mauritius Labour Party on 23 February 1936, the island's first mass political party campaigning for the rights of labourers and artisans. He led it for its first five years, until 1941, working alongside co-founders including Emmanuel Anquetil, Barthélemy Ohsan and Pandit Sahadeo before stepping back from leadership.","Curé trained as a doctor, not a politician - he only turned to founding the Labour Party after returning to Mauritius in 1913 and serving as Municipality of Port Louis's own medical doctor.","","GPS: Google Places single match. General knowledge of Maurice Curé's role founding the Labour Party - not individually WebSearch-verified this session. | Expanded via WebSearch (Wikipedia Maurice Curé, mauritiustimes.com, lemauricien.com) 2026-09-17. Note: two attempts found no independently documented details about the statue itself (unveiling date, sculptor, location specifics) - description focuses on the well-documented historical figure instead.","-20.1617968","57.5021584","confirmed - google places (single match)","port-louis-statue-of-maurice-cure.jpg","","","","","","","","",""
"Port Louis initial list","1","H.M Borstal","history","Port Louis, Mauritius","","","","A former juvenile detention facility on the outskirts of Port Louis, whose building was originally constructed by the French as a hospital before being repurposed under British colonial administration as 'Her Majesty's Borstal' - a youth reform institution, part of a system used across the UK and Commonwealth to house and rehabilitate young offenders rather than send them to adult prisons.","","","GPS: Google Places single match, no rating data yet. Not independently researched - current status/accessibility as a tour stop unconfirmed, worth checking before shortlisting. | Expanded via WebSearch (Wikipedia Borstal, flickr.com/historicmauritius HM Borstal Port-Louis album): two attempts found the building's French-hospital origin and later Borstal use, but no specific establishment date or current operational status - interesting_fact left blank rather than fabricated; current status/accessibility as a tour stop still unconfirmed per earlier source_notes. 2026-09-17","-20.1777615","57.470891","confirmed - google places (single match), content unverified","port-louis-hm-borstal.jpg","","","","","","","","",""
"Port Louis initial list","1","Musée La Bonté Innée","history","Couvent des Sœurs BPS, Edith Cavell St, Port Louis, Mauritius","","","","A small museum inside the Couvent des Sœurs BPS on Rue Edith Cavell, opened in 2024 to tell the life story of Mère Augustine (born Caroline Lenferna de Laresle, 1824-1900), the Mauritian nun who founded the Congrégation des Sœurs de Charité de Notre-Dame-du-Bon-et-Secours on this same site in 1850. Objects, paintings, photographs and archival documents trace her work and the congregation's long history of healthcare and education on the island.","During Port Louis's 1854 cholera epidemic, Mère Augustine and two fellow sisters nursed the sick through the outbreak, and that same year she founded the colony's first orphanage, taking in children without distinction of race or colour - a founding act the museum is built around.","","Added 2026-09-17 from a user-submitted photo (sign reading ""Musee la bonte innee - La vie et l'oeuvre de Mere Augustine""). Researched via WebSearch (dioceseportlouis.org inauguration articles, Wikipedia Caroline Lenferna de Laresle). GPS: Google Places single match.","-20.1669467","57.5035735","confirmed - google places (single match)","port-louis-musee-la-bonte-innee.jpg","","","","","","","","",""
"Port Louis initial list","1","Jardins de la Compagnie (Company Garden)","park","La Chaussée, Port Louis, Mauritius","","","","Port Louis's oldest and largest public garden, laid out in the 18th century on land first used as a vegetable plot by the French East India Company. Under threat of a smallpox epidemic the ground was pressed into service as a cemetery until the burial ground was moved to the West Cemetery in 1771, after which the site was replanted as an ornamental park. Today its avenues of towering banyan and royal palm trees, fountains and quiet benches make it a favourite lunchtime retreat for office workers in the surrounding capital, and it doubles as an open-air gallery of Mauritian history, dotted with more than a dozen statues and busts of the writers, doctors and independence-era figures who shaped the island.","Look closely among the trees and you'll find a cluster of individual monuments worth tracking down in their own right, including tributes to journalist Remy Ollier, poet Leoville L'Homme, physiologist Brown-Sequard and civil-rights lawyer Manilal Doctor - each with its own story told elsewhere on this tour.","https://www.lonelyplanet.com/points-of-interest/jardins-de-la-compagnie/1344076","GPS: Google Places single unambiguous match. History from Lonely Planet, ilemaurice.im and vintagemauritius.org via WebSearch.","-20.1636664","57.50201179999999","confirmed - google places (single match)","port-louis-jardins-de-la-compagnie.jpg","","","","","","","","",""
"Port Louis initial list","1","Statue of Remy Ollier","statue","Jardins de la Compagnie, Port Louis, Mauritius","","","","A monument in the Company Garden to Remy Ollier (1816-1845), a mixed-race Mauritian journalist often called the father of the island's free press. Barred by his ancestry from full civil rights under colonial rule, Ollier founded the newspaper La Sentinelle de Maurice in 1843 specifically to campaign against the discriminatory laws that denied ""free coloured"" Mauritians equal status with white colonists, and his agitation helped force reforms within just a few years of the paper's launch.","Ollier died of tuberculosis in 1845 aged only 28, having spent barely two years as a public campaigner - this monument, unveiled for the centenary of his birth on 15 October 1916, was raised because that brief career was seen as having changed the course of Mauritian civil rights.","https://en.wikipedia.org/wiki/R%C3%A9my_Ollier","GPS reused from Jardins de la Compagnie (Google Places single match) - exact position within the garden NEEDS MANUAL VERIFICATION, in-app GPS correction recommended once promoted. Bio from vintagemauritius.org and Wikipedia (Remy Ollier) via WebSearch.","-20.1636664","57.50201179999999","approximate - shared garden location","port-louis-statue-of-remy-ollier.jpg","","","","","","","","",""
"Port Louis initial list","1","Statue of Leoville L'Homme","statue","Jardins de la Compagnie, Port Louis, Mauritius","","","","A monument to Ephrem Leoville L'Homme (1857-1928), regarded as one of Mauritius's foremost poets and a key figure in the island's 19th-century literary revival. Writing in French at a time when Mauritian literature was rarely taken seriously beyond the island, his poetry gave voice to everyday Mauritian life and helped establish a distinctly local literary identity separate from mainland France.","The monument stands not far from fellow writer Remy Ollier's in the Company Garden, so the two are easy to visit together - a poet and a pioneering journalist, born a generation apart, now sharing the same quiet stretch of parkland.","","GPS reused from Jardins de la Compagnie (Google Places single match) - exact position within the garden NEEDS MANUAL VERIFICATION, in-app GPS correction recommended once promoted. Bio from vintagemauritius.org via WebSearch.","-20.1636664","57.50201179999999","approximate - shared garden location","port-louis-statue-of-leoville-lhomme.jpg","","","","","","","","",""
"Port Louis initial list","1","Statue of Manilal Doctor","statue","Jardins de la Compagnie, Port Louis, Mauritius","","","","A life-size statue of Manilal Maganlal Doctor (1881-1956), the Indian barrister sent to Mauritius in 1907 by Mahatma Gandhi himself to provide free legal aid to indentured Indian labourers. Practising at the Supreme Court, Doctor took on bonded workers' cases pro bono and founded the newspaper The Hindustani to campaign for their rights, under the motto ""Liberty of Individuals! Fraternity of Men!!! Equality of Race!!!""","The statue's inscription reads simply ""He felt for the oppressed and served them"" - it was unveiled in 1959, three years after his death, and is still garlanded by visitors during commemorations, a rare honour among Port Louis's colonial-era monuments.","https://en.wikipedia.org/wiki/Manilal_Doctor","GPS reused from Jardins de la Compagnie (Google Places single match) - exact position within the garden NEEDS MANUAL VERIFICATION, in-app GPS correction recommended once promoted. Bio from Wikipedia (Manilal Doctor) and Mauritius Times via WebSearch.","-20.1636664","57.50201179999999","approximate - shared garden location","port-louis-statue-of-manilal-doctor.jpg","","","","","","","","",""
"Port Louis initial list","1","Bust of Charles-Edouard Brown-Sequard","statue","Jardins de la Compagnie, Port Louis, Mauritius","","","","A bronze bust honouring Charles-Edouard Brown-Sequard (1817-1894), the Port Louis-born physiologist and neurologist who became one of the 19th century's most influential medical scientists, teaching at the College de France in Paris and first describing the spinal-cord injury pattern now known as Brown-Sequard syndrome.","Brown-Sequard first studied that syndrome after observing spinal injuries among Mauritian sugarcane cutters back on his home island - this bust in the Company Garden is said to be the only public statue of him anywhere in the world, despite his international scientific reputation.","https://en.wikipedia.org/wiki/Charles-%C3%89douard_Brown-S%C3%A9quard","GPS reused from Jardins de la Compagnie (Google Places single match) - exact position within the garden NEEDS MANUAL VERIFICATION, in-app GPS correction recommended once promoted. Bio from Wikipedia and mauritiusmag.com via WebSearch.","-20.1636664","57.50201179999999","approximate - shared garden location","port-louis-bust-of-brown-sequard.jpg","","","","","","","","",""
"Port Louis initial list","1","Statue of Adrien d'Epinay","statue","Jardins de la Compagnie, Port Louis, Mauritius","","","","A monument in the Company Garden marking the centenary of the death of Adrien d'Epinay (1789-1839), a Mauritian lawyer and politician who led early campaigns against extending civil rights to free people of colour while separately championing planter interests through the compensation negotiations that followed the abolition of slavery - making him one of the most consequential, if controversial, figures in the island's 19th-century political history.","The monument was raised in 1939, exactly a century after his death, by admirers who saw him as a founder of organised Mauritian politics - a reminder that Port Louis's statues don't only honour reformers, but also the establishment figures reformers like Remy Ollier, whose statue stands nearby, were fighting against.","","GPS reused from Jardins de la Compagnie (Google Places single match) - exact position within the garden NEEDS MANUAL VERIFICATION, in-app GPS correction recommended once promoted. Bio from vintagemauritius.org via WebSearch.","-20.1636664","57.50201179999999","approximate - shared garden location","port-louis-statue-of-adrien-depinay.jpg","","","","","","","","",""
"Port Louis initial list","1","Statue of Ti Frere (Alphonse Ravaton)","statue","Jardins de la Compagnie, Port Louis, Mauritius","","","","A statue of Alphonse Ravaton (1900-1992), known to every Mauritian as ""Ti Frere"" (""Little Brother""), the singer and songwriter widely credited as the father of modern sega - the Creole music and dance style descended from the songs of enslaved and indentured labourers that later became Mauritius's national music.","Ti Frere spent much of his life working as a labourer and only found wide fame late in life, in the 1960s and 70s, when folklorists began recording him - this statue, unveiled 28 April 2000, celebrates a musician who was, for decades, more famous among ordinary Mauritians than any politician.","","GPS reused from Jardins de la Compagnie (Google Places single match) - exact position within the garden NEEDS MANUAL VERIFICATION, in-app GPS correction recommended once promoted. Bio from vintagemauritius.org via WebSearch.","-20.1636664","57.50201179999999","approximate - shared garden location","port-louis-statue-of-ti-frere.jpg","","","","","","","","",""
"Port Louis initial list","1","Bust of Raoul Rivet","statue","Jardins de la Compagnie, Port Louis, Mauritius","","","","A bust of Raoul Rivet, a Franco-Mauritian journalist and writer, inscribed with his own words ""Je dois a la France d'etre un homme pensant"" (""I owe to France the fact that I am a thinking man"") - a tribute to the French cultural and literary education that shaped Mauritius's colonial-era intelligentsia.","The bust was unveiled on 18 September 1980, more than a decade after Mauritian independence in 1968, showing how the island's French cultural heritage continued to be publicly honoured even after the colonial relationship with France itself had ended two centuries earlier.","","GPS reused from Jardins de la Compagnie (Google Places single match) - exact position within the garden NEEDS MANUAL VERIFICATION, in-app GPS correction recommended once promoted. Bio thin - genuine WebSearch dead end beyond vintagemauritius.org inscription record; birth/death dates not confidently found, left out rather than guessed.","-20.1636664","57.50201179999999","approximate - shared garden location","port-louis-bust-of-raoul-rivet.jpg","","","","","","","","",""
"Port Louis initial list","1","Monument to Soeur Marie Barthelemy","monument","Jardins de la Compagnie, Port Louis, Mauritius","","","","A monument to Soeur Marie Barthelemy, a Catholic nun remembered in Mauritius as the ""mother of the poor"" for her charitable work among Port Louis's destitute during the 19th century, in an era when organised social welfare barely existed on the island.","She died at sea on 17 August 1897, and the road running along this side of the Company Garden - Mere Barthelemy Street - is named after her, meaning her memory is woven into the neighbourhood's street plan as well as this one monument.","","GPS reused from Jardins de la Compagnie (Google Places single match) - exact position within the garden NEEDS MANUAL VERIFICATION, in-app GPS correction recommended once promoted. Bio from vintagemauritius.org via WebSearch.","-20.1636664","57.50201179999999","approximate - shared garden location","","","","","","","","","",""
"Port Louis initial list","1","Al-Idrissi Monument","monument","Jardins de la Compagnie, Port Louis, Mauritius","","","","A monument honouring Muhammad al-Idrisi (c.1100-1165), the medieval Arab geographer and cartographer whose 12th-century world map and geographical writings, produced for the Norman court of Sicily, were centuries ahead of their time and remained a key reference for European mapmakers for generations. Its presence in the Company Garden recognises the broader Arab and Islamic contribution to the science of navigation and exploration.","Unveiled on 8 August 2010, it's one of the newest monuments in the garden and one of very few anywhere in the world honouring al-Idrisi specifically for his cartographic legacy, rather than any direct connection to Mauritius itself.","","GPS reused from Jardins de la Compagnie (Google Places single match) - exact position within the garden NEEDS MANUAL VERIFICATION, in-app GPS correction recommended once promoted. History via vintagemauritius.org (WebFetch).","-20.1636664","57.50201179999999","approximate - shared garden location","port-louis-al-idrissi-monument.jpg","","","","","","","","",""
"Port Louis initial list","1","Slavery Abolition Monument","monument","Jardins de la Compagnie, Port Louis, Mauritius","","","","A memorial in the Company Garden marking the abolition of slavery in Mauritius, which took effect on 1 February 1835 - more than 20 years after the island passed to British control, and only after the British government paid compensation not to the roughly 70,000 enslaved people freed, but to their former owners.","Mauritius still marks 1 February every year as Abolition of Slavery Day, a public holiday - making this quiet garden monument a focal point for a commemoration most visitors to the island never see, even though it sits in one of Port Louis's most-visited parks.","","GPS reused from Jardins de la Compagnie (Google Places single match) - exact position within the garden NEEDS MANUAL VERIFICATION, in-app GPS correction recommended once promoted. Existence and general location via caudan.com heritage roundup (WebSearch); precise unveiling date not confidently sourced, left out rather than guessed.","-20.1636664","57.50201179999999","approximate - shared garden location","port-louis-slavery-abolition-monument.jpg","","","","","","","","",""
"Port Louis initial list","1","King Edward VII Statue","statue","Champ de Mars Racecourse, Port Louis, Mauritius","","","","A statue of King Edward VII standing within the grounds of the Champ de Mars Racecourse, sculpted by Prosper d'Epinay - the same Mauritian-born sculptor responsible for several of the other historic statues around Port Louis - and erected during the height of British colonial rule to honour the reigning monarch.","It shares the racecourse grounds with a separate obelisk raised to a French governor, meaning the Champ de Mars quietly commemorates rulers from both the French and British colonial eras inside what is still an active, working racecourse rather than a museum.","","GPS reused from Champ de Mars (Google Places single match) - exact statue position within the racecourse grounds NEEDS MANUAL VERIFICATION, in-app GPS correction recommended once promoted. Via educba.com and evendo.com WebSearch.","-20.1692212","57.5101827","approximate - shared racecourse location","port-louis-king-edward-vii-statue.jpg","","","","","","","","",""
"Port Louis initial list","1","Kwan Tee Pagoda","religious_building","Royal Street, Port Louis, Mauritius","","","","Built by the Chinese community in 1842 in what is now Port Louis's Chinatown district, Kwan Tee Pagoda is honoured as the oldest pagoda in the Southern Hemisphere and on the African continent. It's dedicated to Kwan Tee (Guan Di), a real 3rd-century Chinese general later deified as a symbol of loyalty, integrity and justice, and worshipped in Chinese communities worldwide as a god of wealth and war.","The pagoda has been enlarged and renovated several times, notably in 1895 and again in the early 2000s, but still houses a small library and historical artefacts documenting Chinese immigration to Mauritius - making it as much a community archive as a place of worship.","https://mauritiusnow.com/blog/things-to-do/kwan-tee-pagoda/","GPS: Google Places single unambiguous match. History from mauritiusnow.com and ilemaurice.im via WebSearch.","-20.1617207","57.491986999999995","confirmed - google places (single match)","port-louis-kwan-tee-pagoda.jpg","","","","","","","","",""
"Port Louis initial list","1","Kailassam Temple","religious_building","Port Louis, Mauritius","","","","Established in 1854, Kailassam Temple is recognised as the oldest Hindu temple in Mauritius, founded not long after the first waves of Indian indentured labourers began arriving at Aapravasi Ghat to work the island's sugar plantations. Dedicated to Shiva, it remains an active place of worship for Port Louis's Hindu community today.","The temple's founding in 1854 places it squarely within the earliest years of Indian indentured migration to Mauritius, which began in 1834 - meaning it was built by, and for, some of the very first generation of Indo-Mauritians the Aapravasi Ghat site elsewhere on this tour was built to process.","https://www.gpsmycity.com/attractions/kailassam-temple-1653.html","GPS: Google Places single unambiguous match. History via gpsmycity.com and WebSearch.","-20.1490075","57.519575800000005","confirmed - google places (single match)","port-louis-kailassam-temple.jpg","","","","","","","","",""
"Port Louis initial list","1","St James Cathedral","religious_building","St Denis St, Port Louis, Mauritius","","","","The oldest Anglican church in Mauritius, consecrated as a cathedral on 26 June 1850. The building itself is older still and started life as ""La Poudriere,"" a French colonial gunpowder magazine; after the British took control of the island the structure was converted for public use as a church from 1812, given an octagonal spire to make it look the part, and finally reopened for worship on Christmas Day 1831, before further wings were added in 1846 to fit its growing congregation.","An appeal was launched in 2019 to fund urgent restoration of the historic building - a reminder that this centuries-old cathedral, built from a repurposed explosives store, is still a living, actively-used place of worship rather than a museum piece.","https://en.wikipedia.org/wiki/St_James_Old_Cathedral","GPS: Google Places single unambiguous match. History from Wikipedia (St James Old Cathedral) and anglicannews.org via WebSearch.","-20.167424","57.5056921","confirmed - google places (single match)","port-louis-st-james-cathedral.jpg","","","","","","","","",""
"Port Louis initial list","1","Institute of Contemporary Art Indian Ocean (ICAIO)","gallery","Sir Seewoosagur Ramgoolam St, Port Louis, Mauritius","","","","A contemporary art gallery on Sir Seewoosagur Ramgoolam Street, set up in 2015 by Salim Currimjee, a Mauritian artist, photographer and architect, to give Indian Ocean-region artists a dedicated space for serious contemporary exhibitions rather than tourist-facing craft displays.","ICAIO runs roughly four exhibitions a year, each lasting about three months, making it one of the few venues in Port Louis where the art on the walls actually changes throughout the year rather than being a permanent, static collection.","","GPS: Google Places single unambiguous match. Via frolic.mu WebSearch.","-20.1606104","57.508242599999996","confirmed - google places (single match)","port-louis-icaio.jpg","","","","","","","","",""
"Port Louis initial list","1","Didus Art Gallery","gallery","Caudan Waterfront, Port Louis, Mauritius","","","","A gallery inside the Caudan Waterfront shopping centre that has spent more than twenty years showcasing painters, sculptors and craftspeople from across the Indian Ocean region, mixing contemporary work with more traditional Mauritian art.","Its name nods to the dodo, Mauritius's extinct flightless bird and unofficial national mascot - a reminder that even a commercial gallery inside a shopping mall leans on the island's most famous piece of natural history for its branding.","","GPS: Google Places single unambiguous match. Via holidify.com WebSearch.","-20.1609464","57.497961399999994","confirmed - google places (single match)","port-louis-didus-art-gallery.jpg","","","","","","","","",""
"Port Louis initial list","1","House of Digital Art","gallery","Edith Cavell St, Port Louis, Mauritius","","","","A gallery dedicated to digital and technology-driven art forms, blending traditional artistic expression with video, new media and interactive installations - a genuinely unusual offering on an island whose art scene is more often associated with painting and sculpture.","Its presence in central Port Louis, alongside more traditional venues like Didus Art Gallery and ICAIO, reflects a growing contemporary-art scene in the capital that goes well beyond the postcard seascapes sold to tourists elsewhere on the island.","","GPS: Google Places single unambiguous match. Via hellomondo.com WebSearch.","-20.1639949","57.499632399999996","confirmed - google places (single match)","port-louis-house-of-digital-art.jpg","","","","","","","","",""
"Port Louis initial list","1","Line Barracks","history","Line Barracks St, Port Louis, Mauritius","","","","A former colonial military barracks in the heart of Port Louis, later repurposed as a police headquarters, and formally listed by the Mauritius National Heritage Fund as a Scheduled Ancient Site. Barracks like this once housed the garrisons that controlled the island under both French and British rule, and the buildings' long institutional afterlife as a police compound has helped keep much of the original colonial-era structure intact.","Line Barracks still functions as an operational police headquarters today, making it a rare case of a Port Louis heritage site that has never stopped being used for the purpose it was originally built for - military and civil order - across more than two centuries.","","GPS approximate - Google Places matched the street rather than the specific compound; NEEDS MANUAL VERIFICATION, in-app GPS correction recommended once promoted. Via mindat.org and nhf.govmu.org heritage listing, WebSearch.","-20.1644326","57.4998949","approximate - street-level match","port-louis-line-barracks.jpg","","","","","","","","",""
"Port Louis initial list","1","Trou Fanfaron","history","Trou Fanfaron, Port Louis, Mauritius","","","","The stretch of Port Louis harbour where, from 1849, ships carrying indentured labourers from India actually docked and unloaded their passengers before they were processed at the neighbouring Aapravasi Ghat depot - clerks chalked numbers onto new arrivals' coats and doctors inspected them for scurvy right here on the wharf, before the first labourers were marched off within days to sugar estates across the island.","""Trou Fanfaron"" translates roughly as ""braggart's hole"" - an oddly jokey name for a site that was, in practice, the literal point of arrival for nearly half a million people during Mauritius's indentured-labour era.","","GPS: Google Places single unambiguous match. Via mindat.org WebSearch; historical detail cross-referenced with this file's existing Aapravasi Ghat World Heritage Site row.","-20.1563889","57.491944399999994","confirmed - google places (single match)","port-louis-trou-fanfaron.jpg","","","","","","","","",""
